title;labels;keywords;gpt;tags_label;gpt_label
Jaypee University Of Information Technology, Waknaghat (H. P.);open_data;jaypee,juit,open_data,university,sunita,certificateparameters,apisetu,uuid,php,students,gurgaon,invalid_authentication,www,certificatedata,certificates,currently,url_not_found,uid,internal_server_error,invalid_txnid,api_specification_v8,delhi,waknaghat,available,gateway_timeout,2020,apikey,providername,2019,technology,pin,contents,xml,user,kumar,issuedat,access,4325,invalid_format,gateway,academiccertificateschema,authentication,certificate,server,pdf,dataconsumer,record_not_found,verify,issuing,17,dataprovider,header;open_data;10;10
KERALA PUBLIC SERVICE COMMISSION, Kerala;open_data;keralapsc,verification,issuedat,certificates,open_data,certificatedata,invalid_authentication,internal_server_error,verify,api_specification_v8,posts,certificateparameters,apikey,documents,apisetu,access,examination,issuedby,issuedate,php,certificate,authentication,invalid_txnid,invalid_authorization,exams,invalid_format,departmental,xml,online,url_not_found,providername,record_not_found,invalid_consentid,contents,issued,ea9c43aa,govt,qualified,status,gateway_timeout,application,issuedto,errordescription,service_unavailable,invalid_parameter,updatedate,clientid,fullname,kerala,servicename,sunil,gateway,user,otv,delivery,marksmaxpractical;government_services;10;32
Karnataka Industrial Areas Development Board, Karnataka;open_data;kiadb,kiadb2019al0001,open_data,certificatedata,apikey,providername,php,apisetu,api_specification_v8,online,contains,url_not_found,ap,karnataka,issuedby,application,available,invalid_txnid,record_not_found,aadhaar,pdf,certificateparameters,access,idnumber,invalid_authentication,clientid,issuedat,registration,sunita,digilocker,txnid,public,99,code,pin,gateway,info,fullname,certificate,state,contents,provide,govt,mobile,cgpamax,invalid_format,gpmax,e1caa24737ba,dataprovider,bad_gatewy,4325,dd,development,education,authentication,documents,unavailable;open_data;10;10
Krishna Kanta Handique State Open University (KKHSOU), Assam;open_data;kkhsou,assam,open,kanta,gurgaon,assamese,open_data,apisetu,sunita,uuid,sunil,available,handiqui,url_not_found,contents,students,www,user,access,krishna,university,apikey,kumar,invalid_authentication,gateway_timeout,invalid_format,internal_server_error,e1caa24737ba,fullname,invalid_txnid,2018,certificateparameters,pdf,2019,99,87,unavailable,programmes,enrollment,record_not_found,central,handique,php,20020,4325,gateway,api_specification_v8,delhi,application,public,unique,01,school;open_data;10;10
Kotak Mahindra General Insurance Company Ltd.;open_data;kotakgeneralinsurance,kotak,insurance,info,apisetu,api_specification_v8,issuedat,mahindra,policy,10,provide,policies,health,sunita,php,markstotal,available,open_data,99,providername,url_not_found,01,e1caa24737ba,9dfc,policyno,marksmax,access,updatedate,issued,company,tracking,xml,val,issuedby,idnumber,87,mobilenumber,invalid_authentication,contains,gpmax,general,chasisnumber,verify,certificateparameters,signature,invalid_txnid,70,issuedate,4325,gov,gateway_timeout,includes,enginenumber,education;insurance;10;32
Karnataka Secondary Education Examination Board, Karnataka;open_data;karnataka,kseebkr,sslc,kseeb,certificateparameters,examinations,examination,certificatedata,10th,apisetu,certificates,certificate,std,internal_server_error,open_data,sscer,gateway_timeout,api_specification_v8,apikey,school,marksheet,10,secondary,passing,gateway,enter,providername,url_not_found,ea9c43aa,fullname,grade,service_unavailable,uid,ddthh,12,servicename,swd,cgpa,invalid_authentication,status,e1caa24737ba,access,board,404error,errordescription,ss,pass,cgpamax,bad_gatewy,sunita,9dfc,02;open_data;10;10
Department of IT and BT, Karnataka;open_data;ktech,api_specification_v8,open_data,apisetu,certificates,certificatedata,cert_type,access,apikey,providername,certificateparameters,itbt,info,certificate,rfcer,contents,url_not_found,company_name,invalid_txnid,attribute,contains,issuedat,information,technology,code,ea9c43aa,xml,address,record_not_found,servicename,gateway_timeout,gateway,service_unavailable,related,e1caa24737ba,karnataka,department,invalid_authentication,application,4325,registration,issuedby,internal_server_error,biotechnology,downloaded,pin,status,1100044,esigned,php,issuedate,aspx,user;open_data;10;10
Labour Resource Department, Bihar;open_data;labourbih,invalid_authentication,issuedat,citizen,citizens,labour,verify,internal_server_error,migrant,invalid_txnid,apikey,open_data,url_not_found,registration,issuedate,issuedby,invalid_authorization,certificateparameters,invalid_parameter,invalid_consentid,service_unavailable,2924637nnv839,access,providername,certificates,record_not_found,apisetu,issue,unavailable,invalid_format,1100044,gateway_timeout,4325,api_specification_v8,bihar,php,authentication,country,user,errordescription,issues,application,code,certificatedata,info,pin,missing_parameter,issuedto,ea9c43aa,e1caa24737ba,gateway,87,certificate,factory,invalid,pass,inter;open_data;10;10
Revenue Department - Land Records, Karnataka;open_data;api_specification_v8,apisetu,apikey,open_data,documentnumber,php,4325,url_not_found,access,landrecordskar,providername,internal_server_error,epattadar,certificateparameters,invalid_format,servicename,address,contains,issuedat,invalid_txnid,revenue,karnataka,invalid_authentication,issuedby,invalid_parameter,certificatedata,service_unavailable,idnumber,record_not_found,invalid_authorization,application,dataprovider,issuedate,gateway,passbook,gateway_timeout,xml,ea9c43aa,code,contents,invalid_consentid,503,land,34567,503error,array,1100044,pdf,info,gsc123456;open_data;10;10
Andaman Law College, Andaman & Nicobar;open_data;access,transfer,url_not_found,invalid_authentication,downloaded,apisetu,internal_server_error,open_data,invalid_format,certificate,certificatedata,invalid_txnid,issuedat,record_not_found,providername,invalid_authorization,gateway_timeout,lawcollegeandaman,service_unavailable,admn_no,user,invalid_consentid,contents,gateway,e1caa24737ba,application,certificateparameters,andaman,apikey,pass,4325,99,unavailable,api_specification_v8,1100044,issuedate,address,php,issuedby,info,pdf,verify,cgpamax,authentication,errordescription,invalid_parameter,87,sunil,college,vtc;open_data;10;10
Department of Legal Metrology, Uttar Pradesh;open_data;legalmetrologyup,uttar,licenses,pradesh,legal,invalid_authorization,invalid_consentid,open_data,api_specification_v8,apikey,licenseno,invalid_format,invalid_txnid,internal_server_error,url_not_found,php,99,invalid_authentication,invalid_parameter,access,applicationno,503error,404error,4325,apisetu,gurgaon,gateway_timeout,invalid,idnumber,01,marksmaxpractical,updatedate,502error,clientid,department,cgpamax,metrology,record_not_found,disabilitystatus,district,10,service_unavailable,503,issuedby,authorized,contents,marksmaxtheory,504error,uuid,pass,gpmax;open_data;10;10
Life Insurance Corporation of India;open_data;licindia,info,open_data,www,issuedat,life,insurance,sunil,api_specification_v8,providername,sunita,php,header,invalid_txnid,gateway_timeout,certificatedata,fullname,url_not_found,issuedby,user,policy,issued,account,invalid_format,policies,cgpamax,internal_server_error,contains,downloaded,record_not_found,contents,application,servicename,available,email,gateway,issuedto,mothername,access,enter,31,india,clientid,e1caa24737ba,87,code,certificateparameters,apisetu,invalid_authentication,invalid_authorization,txnid,pdf;open_data;10;10
Max Life Insurance Co. Ltd.;open_data;maxlifeinsurance,invalid_txnid,gateway_timeout,providername,life,issuedat,insurance,info,open_data,date,invalid_parameter,user,fullname,invalid_authentication,validfromdate,citizen,issued,api_specification_v8,php,servicename,max,invalid_authorization,e1caa24737ba,timestamp,txnid,invalid_format,31,updatedate,account,internal_server_error,issuedto,pdf,daterange,resultdate,invalid_consentid,pin,87,access,service_unavailable,url_not_found,parameter,issuedby,sunita,cgpamax,clientid,70,policy,apisetu,20020,header,missing_parameter,issuedate;open_data;10;10
Meghalaya Board of School Education, Tura, Meghalaya;open_data;mbose,apisetu,school,meghalaya,marksheets,marksheet,certificateparameters,open_data,invalid_format,url_not_found,certificatedata,apikey,class,e1caa24737ba,education,students,marksmaxpractical,api_specification_v8,markstotal,board,contains,examination,a0be,invalid_authentication,access,xth,certificate,sunita,markspractical,academiccertificateschema,internal_server_error,marksmaxtheory,fullname,grade,10,marksmax,path,categories,2015,17,secondary,01,errordescription,gurgaon,service_unavailable,gateway_timeout,includes,invalid_authorization,sunil,markstheory,tracking;education;10;20
Mizoram State Board of School education;open_data;mizoram,apisetu,school,mbse,api_specification_v8,marksheet,marksheets,education,board,url_not_found,class,students,www,10,e1caa24737ba,invalid_format,marksmaxpractical,internal_server_error,fullname,apikey,invalid_authentication,open_data,available,grade,certificateparameters,access,examination,17,markspractical,ea9c43aa,contains,errordescription,a0be,01,marksmaxtheory,pass,4325,99,marksmax,certificatedata,updatedate,passing,php,idnumber,invalid_authorization,invalid_txnid,issuedat,05,contents,markstotal,xii;education;10;20
Maharashtra Council of Indian Medicine;open_data;api_specification_v8,apisetu,apikey,open_data,invalid_txnid,providername,php,idnumber,url_not_found,clientid,invalid_parameter,access,invalid_format,invalid_authentication,gateway,internal_server_error,info,servicename,gateway_timeout,fullname,header,invalid_consentid,invalid_authorization,cgpamax,contents,sunita,txnid,4325,contains,user,certificateparameters,mcimindia,sunil,xml,application,maharashtra,code,31,service_unavailable,record_not_found,provided,503,provide,dataprovider,server,id,govid,devi,certificatedata,address,parameter;open_data;10;10
Meark Enterprise Pvt. Ltd.;open_data;meark,apisetu,api_specification_v8,integrated,php,consolidated,certificateparameters,providername,open_data,dataprovider,gateway,clientid,gateway_timeout,digilocker,invalid_txnid,xml,apikey,url_not_found,contains,array,invalid_format,institutions,invalid_authentication,dataconsumer,application,certificatedata,access,user,ma90120190002,internal_server_error,idnumber,4325,cgpamax,disabilitystatus,failed,provide,sunita,invalid_authorization,gpmax,includes,record_not_found,invalid_parameter,server,invalid_consentid,adcrd,uuid,ea9c43aa,uid,503error,enterprise,pin,504error,marksmaxpractical;open_data;10;10
Labour Employment, Skill Development and Entrepreneurship, Mizoram;open_data;api_specification_v8,apisetu,apikey,providername,mizoram,open_data,access,internal_server_error,php,url_not_found,servicename,provided,mizoramlesde,info,gateway_timeout,invalid_authentication,fullname,4325,gateway,labour,idnumber,service_unavailable,provide,clientid,application,sunita,invalid_parameter,errordescription,employment,record_not_found,invalid_format,contents,code,sunil,certificatedata,address,invalid_txnid,contains,certificateparameters,development,array,invalid_consentid,invalid_authorization,attribute,87,server,issuedat,user,failed,ea9c43aa,e1caa24737ba;open_data;10;10
Mizoram Police, Mizoram;open_data;identification,id,invalid_authentication,card_no,mizoram,mizorampolice,idnumber,url_not_found,access,authentication,invalid_authorization,card,open_data,fullname,verify,clientid,invalid_consentid,providername,idtype,internal_server_error,pass,govid,4325,cards,apisetu,info,downloaded,record_not_found,sunita,invalid_txnid,servicename,api_specification_v8,marksmax,issuedat,e1caa24737ba,php,sunil,invalid_format,address,gateway,apikey,errordescription,cgpamax,ea9c43aa,application,consentid,certificatedata,issuedby,gateway_timeout,police;open_data;10;10
Madhya Pradesh Medical Science University, Jabalpur M.P., Madhya Pradesh;open_data;mpmsu,apisetu,invalid_authentication,internal_server_error,url_not_found,gateway_timeout,invalid_txnid,invalid_parameter,invalid_authorization,apikey,gateway,access,open_data,api_specification_v8,invalid_format,pradesh,certificateparameters,sunita,providername,4325,php,migration,mmig1907220002,server,certificatedata,invalid_consentid,service_unavailable,record_not_found,issuedat,pass,missing_parameter,kumar,mg005m010916003,address,date_of_birth,application,e1caa24737ba,clientid,verify,17,jabalpur,certificate,invalid,contents,pdf,1100044,user,mothername,servicename,pin,xml,fetched,updatedate;open_data;10;10
Paramedical Council, Madhya Pradesh;open_data;mppmc,apisetu,certificateparameters,invalid_authentication,api_specification_v8,open_data,paramedical,internal_server_error,url_not_found,invalid_parameter,invalid_txnid,php,invalid_authorization,pradesh,www,certificatedata,apikey,41c172c17oct1203,invalid_format,upadhi,4325,invalid_consentid,sunita,access,e1caa24737ba,providername,reg1307241,registration,certificate,mp,gateway_timeout,503error,gpmax,issuedat,record_not_found,17,11,contents,xml,cgpamax,503,ea9c43aa,verify,marksmaxpractical,504error,pregc,updatedate,invalid,user,service_unavailable,missing_parameter,pin,vtc,504,kumar;open_data;10;10
Manav Rachna International Institute of Research & Studies;open_data;manavrachna,rachna,manav,open_data,gurgaon,invalid_authentication,mriu,certificateparameters,apisetu,url_not_found,faridabad,sunita,internal_server_error,2019,authentication,currently,institute,certificates,access,address,invalid_format,4325,available,invalid_parameter,clientid,delhi,certificatedata,uuid,server,api_specification_v8,gateway_timeout,php,gateway,providername,certificate,apikey,invalid_txnid,e1caa24737ba,invalid_authorization,invalid_consentid,17,academiccertificateschema,research,503error,1100044,kumar,degree,failed,array,students,digilocker,record_not_found,invalid;open_data;10;10
Ministry of Skill Development And Entrepreneurship;open_data;ncvt,national,iti,certificatedata,iticr,training,certificateparameters,apisetu,9dfc,open_data,ea9c43aa,certificates,gateway_timeout,certificate,api_specification_v8,sunita,providername,sunil,cgpa,gateway,development,code,issuedat,apikey,cgpamax,contents,vtc,internal_server_error,gov,fullname,authentication,php,invalid_authentication,clientid,provide,responsibilities,url_not_found,status,access,info,uid,record_not_found,certno,errordescription,pin,central,entrusted,skill,anand,unit,vocational,gurgaon,council;open_data;10;10
